Linux 7.2.0-rc5-virtme (virtme-ng) 	08/02/26 	_x86_64_	(4 CPU)

21:27:30      %sio-10   %sio-60  %sio-300      %sio   %fio-10   %fio-60  %fio-300      %fio
21:57:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:57:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:58:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:58:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:58:10         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:58:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:58:20         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:58:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:58:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:58:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:58:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:58:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:58:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:58:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:59:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:59:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:59:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:59:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:59:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:59:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:59:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:59:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:59:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:59:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:59:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
21:59:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:00:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:00:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:00:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:00:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:00:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:00:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:00:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:00:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:00:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:00:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:00:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:00:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:01:00         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:01:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:01:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:01:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:01:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:01:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:01:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:01:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:01:40         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:01:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:01:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:01:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:02:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:02:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:02:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:02:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:02:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:02:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:02:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:02:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:02:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:02:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:02:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:02:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:03:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:03:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:03:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:03:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:03:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:03:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:03:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:03:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:03:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:03:45         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
22:03:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:03:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:04:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:04:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:04:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:04:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:04:20         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:04:25         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.01
22:04:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:04:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:04:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:04:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:04:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:04:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:05:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:05:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:05:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:05:15         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:05:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:05:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:05:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:05:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:05:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:05:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:05:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:05:55         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:06:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:06:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:06:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:06:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:06:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:06:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:06:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:06:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:06:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:06:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:06:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:06:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:07:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:07:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:07:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:07:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:07:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:07:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:07:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:07:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:07:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:07:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:07:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:07:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:08:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:08:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:08:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:08:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:08:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:08:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:08:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:08:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:08:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:08:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:08:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:08:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:09:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:09:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:09:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:09:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:09:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:09:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:09:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:09:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:09:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:09:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:09:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:09:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:10:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:10:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:10:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:10:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:10:20         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:10:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:10:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:10:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:10:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:10:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:10:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:10:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:11:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:11:05         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:11:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:11:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:11:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:11:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:11:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:11:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:11:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:11:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:11:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:11:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:12:00         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:12:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:12:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:12:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:12:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:12:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:12:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:12:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:12:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:12:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:12:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:12:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:13:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:13:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:13:10         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:13:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:13:20         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:13:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:13:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:13:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:13:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:13:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:13:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:13:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:14:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:14:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:14:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:14:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:14:20         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:14:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:14:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:14:35         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:14:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:14:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:14:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:14:55         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:15:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:15:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:15:10         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:15:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:15:20         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:15:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:15:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:15:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:15:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:15:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:15:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:15:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:16:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:16:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:16:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:16:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:16:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:16:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:16:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:16:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:16:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:16:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:16:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:16:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:17:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:17:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:17:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:17:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:17:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:17:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:17:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:17:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:17:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:17:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:17:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:17:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:18:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:18:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:18:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:18:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:18:20         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:18:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:18:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:18:35         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:18:40         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:18:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:18:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:18:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:19:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:19:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:19:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:19:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:19:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:19:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:19:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:19:35         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:19:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:19:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:19:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:19:55         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:20:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:20:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:20:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:20:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:20:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:20:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:20:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:20:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:20:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:20:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:20:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:20:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:21:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:21:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:21:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:21:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:21:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:21:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:21:30         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:21:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:21:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:21:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:21:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:21:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:22:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:22:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:22:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:22:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:22:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:22:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:22:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:22:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:22:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:22:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:22:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:22:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:23:00         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:23:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:23:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:23:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:23:20         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:23:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:23:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:23:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:23:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:23:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:23:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:23:55         0.00      0.00      0.00      0.07      0.00      0.00      0.00      0.07
22:24:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:24:05         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:24:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:24:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:24:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.00
22:24:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:24:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:24:35         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:24:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:24:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:24:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:24:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:25:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:25:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:25:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:25:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:25:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:25:25         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:25:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:25:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:25:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:25:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:25:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:25:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:26:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:26:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:26:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:26:15         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:26:20         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22:26:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:26:30         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:26:35         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:26:40         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:26:45         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:26:50         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:26:55         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:27:00         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:27:05         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:27:10         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:27:15         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:27:20         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:27:25         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
22:27:30         0.00      0.00      0.00      0.02      0.00      0.00      0.00      0.02
Average:         0.00      0.00      0.00      0.01      0.00      0.00      0.00      0.01
